0.0000000000,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0010000000,0.0000000089,-0.0000000027,0.9999950962,1.0000000000,-0.0000000015,-0.0000000156,-0.0000000130,0.0000000003,0.0000000385,0.0000001143,-0.0000001127,0.0000000034,-0.0000000080,0.0000000037,0.0000000151,0.0000000288,0.0000000165,-0.0000000104,0.0000000072,0.0000239665,-0.0000065375,-0.0098067983,-0.0000070211,-0.0000853294,-0.0000681479,0.0000001717,0.0000908214,0.0002923036,-0.0002584047,-0.0000266105,-0.0000172095,0.0000087567,0.0000334126,0.0000760590,0.0000519086,-0.0000254085,0.0000184685
0.0020000000,0.0000000557,-0.0000000136,0.9999803872,1.0000000000,-0.0000000067,-0.0000001009,-0.0000000778,-0.0000000006,0.0000001805,0.0000006494,-0.0000005089,-0.0000000928,-0.0000000270,0.0000000171,0.0000000658,0.0000001758,0.0000001254,-0.0000000373,0.0000000338,0.0000722115,-0.0000154031,-0.0196109279,-0.0000132841,-0.0002670886,-0.0001984297,-0.0000024237,0.0001898780,0.0007988191,-0.0005233417,-0.0001687714,-0.0000177084,0.0000175165,0.0000679214,0.0002254322,0.0001716355,-0.0000202808,0.0000323636
0.0030000000,0.0000001575,-0.0000000337,0.9999558748,1.0000000000,-0.0000000143,-0.0000002912,-0.0000002185,-0.0000000054,0.0000004122,0.0000017445,-0.0000011397,-0.0000003276,-0.0000000392,0.0000000374,0.0000001516,0.0000004892,0.0000003654,-0.0000000382,0.0000000683,0.0001328861,-0.0000248476,-0.0294136857,-0.0000165258,-0.0005005669,-0.0003708520,-0.0000074967,0.0002707918,0.0014046256,-0.0007298204,-0.0002950488,-0.0000050140,0.0000224128,0.0001039230,0.0004043872,0.0003086135,0.0000239816,0.0000351007
0.0040000000,0.0000003237,-0.0000000635,0.9999215601,1.0000000000,-0.0000000228,-0.0000006062,-0.0000004549,-0.0000000165,0.0000007180,0.0000034796,-0.0000019525,-0.0000006733,-0.0000000354,0.0000000610,0.0000002741,0.0000009852,0.0000007446,0.0000000134,0.0000001035,0.0002004149,-0.0000349190,-0.0392156643,-0.0000172258,-0.0007629541,-0.0005810141,-0.0000150953,0.0003388418,0.0020744576,-0.0008894475,-0.0003911392,0.0000133916,0.0000244440,0.0001412671,0.0005874198,0.0004482046,0.0000817248,0.0000344894
0.0050000000,0.0000005595,-0.0000001038,0.9998774437,1.0000000000,-0.0000000312,-0.0000010567,-0.0000008052,-0.0000000363,0.0000010866,0.0000059083,-0.0000029070,-0.0000011016,-0.0000000110,0.0000000858,0.0000004339,0.0000016610,0.0000012593,0.0000001267,0.0000001367,0.0002716388,-0.0000456362,-0.0490171868,-0.0000159170,-0.0010409540,-0.0008254139,-0.0000250041,0.0003968988,0.0027892815,-0.0010146603,-0.0004618564,0.0000360740,0.0000248851,0.0001781200,0.0007619160,0.0005793843,0.0001451776,0.0000315026
0.0060000000,0.0000008675,-0.0000001550,0.9998235258,1.0000000000,-0.0000000385,-0.0000016484,-0.0000012856,-0.0000000671,0.0000015091,0.0000090689,-0.0000039730,-0.0000015908,0.0000000378,0.0000001106,0.0000006298,0.0000025036,0.0000018992,0.0000003038,0.0000001661,0.0003445853,-0.0000570131,-0.0588184689,-0.0000130710,-0.0013263576,-0.0011010208,-0.0000368593,0.0004468874,0.0035364650,-0.0011132696,-0.0005141691,0.0000618869,0.0000247094,0.0002131595,0.0009199216,0.0006987581,0.0002077940,0.0000274243
0.0070000000,0.0000012489,-0.0000002180,0.9997598068,1.0000000000,-0.0000000441,-0.0000023835,-0.0000019109,-0.0000001106,0.0000019780,0.0000129893,-0.0000051266,-0.0000021252,0.0000001136,0.0000001352,0.0000008594,0.0000034944,0.0000026515,0.0000005421,0.0000001909,0.0004180956,-0.0000690316,-0.0686196343,-0.0000090506,-0.0016142829,-0.0014048310,-0.0000502912,0.0004899447,0.0043077140,-0.0011908821,-0.0005526190,0.0000902415,0.0000245719,0.0002455836,0.0010581428,0.0008034555,0.0002681302,0.0000222110
0.0080000000,0.0000017036,-0.0000002933,0.9996862866,1.0000000000,-0.0000000474,-0.0000032626,-0.0000026947,-0.0000001681,0.0000024870,0.0000176903,-0.0000063489,-0.0000026927,0.0000002189,0.0000001599,0.0000011200,0.0000046124,0.0000035019,0.0000008376,0.0000002107,0.0004914256,-0.0000816733,-0.0784207737,-0.0000041336,-0.0019016861,-0.0017342077,-0.0000649873,0.0005271278,0.0050970099,-0.0012510561,-0.0005807639,0.0001204926,0.0000248588,0.0002750818,0.0011743911,0.0008945819,0.0003225541,0.0000170435
0.0090000000,0.0000022315,-0.0000003815,0.9996029652,1.0000000000,-0.0000000481,-0.0000042848,-0.0000036489,-0.0000002409,0.0000030305,0.0000231879,-0.0000076239,-0.0000032840,0.0000003551,0.0000001851,0.0000014085,0.0000058358,0.0000044362,0.0000011850,0.0000002251,0.0005641631,-0.0000948963,-0.0882219356,0.0000014822,-0.0021868372,-0.0020865367,-0.0000806885,0.0005591051,0.0059001550,-0.0012965811,-0.0006006631,0.0001523016,0.0000257845,0.0003015349,0.0012686949,0.0009721527,0.0003707145,0.0000120257
